0.00,32.00,8.00,1000.00,0.00,0.50,0.76,0.60
0.00,32.00,16.00,1000.00,0.00,0.50,0.76,0.59
0.00,32.00,8.00,1000.00,0.00,0.50,0.76,0.59
0.00,32.00,16.00,1000.00,0.00,0.50,0.76,0.59
0.00,32.00,8.00,500.00,0.00,0.00,0.91,0.58
0.00,32.00,8.00,1000.00,0.00,0.00,0.95,0.58
0.00,32.00,16.00,1000.00,0.00,0.00,0.95,0.58
0.00,32.00,16.00,1000.00,0.00,0.50,0.77,0.58
0.00,32.00,8.00,500.00,0.00,0.50,0.71,0.58
0.00,32.00,8.00,1000.00,0.00,0.50,0.76,0.58
0.00,32.00,16.00,1000.00,0.00,0.00,0.95,0.58
0.00,16.00,8.00,1000.00,0.00,0.50,0.70,0.58
0.00,32.00,16.00,500.00,0.00,0.00,0.91,0.58
0.00,32.00,16.00,500.00,0.00,0.50,0.71,0.58
0.00,32.00,16.00,1000.00,0.00,0.00,0.95,0.58
0.00,32.00,8.00,1000.00,0.00,0.00,0.95,0.58
0.00,16.00,8.00,1000.00,0.00,0.00,0.87,0.57
0.00,32.00,16.00,500.00,0.00,0.50,0.71,0.57
0.00,32.00,8.00,500.00,0.00,0.00,0.91,0.57
0.00,32.00,8.00,1000.00,0.00,0.00,0.95,0.57
0.00,16.00,8.00,500.00,0.00,0.00,0.83,0.57
0.00,16.00,8.00,1000.00,0.00,0.00,0.86,0.57
0.00,16.00,16.00,1000.00,0.00,0.00,0.87,0.57
0.00,32.00,8.00,500.00,0.00,0.00,0.91,0.57
0.00,32.00,8.00,1000.00,0.00,0.00,0.95,0.57
0.00,16.00,8.00,500.00,0.00,0.00,0.82,0.57
0.00,16.00,16.00,1000.00,0.00,0.50,0.70,0.57
0.00,32.00,8.00,500.00,0.00,0.50,0.71,0.57
0.00,32.00,8.00,1000.00,0.00,0.50,0.76,0.57
0.00,32.00,16.00,500.00,0.00,0.00,0.91,0.57
0.00,32.00,16.00,500.00,0.00,0.50,0.71,0.57
0.00,32.00,16.00,1000.00,0.00,0.00,0.95,0.57
0.00,32.00,16.00,1000.00,0.00,0.50,0.76,0.57
0.00,16.00,8.00,500.00,0.00,0.00,0.82,0.56
0.00,16.00,16.00,1000.00,0.00,0.00,0.87,0.56
0.00,32.00,8.00,500.00,0.00,0.50,0.71,0.56
0.00,32.00,16.00,500.00,0.00,0.00,0.91,0.56
0.00,16.00,8.00,1000.00,0.00,0.00,0.86,0.56
0.00,16.00,8.00,1000.00,0.00,0.50,0.69,0.56
0.00,16.00,16.00,500.00,0.00,0.00,0.83,0.56
0.00,16.00,16.00,500.00,0.00,0.50,0.66,0.56
0.00,32.00,16.00,500.00,0.00,0.00,0.91,0.56
0.00,32.00,16.00,500.00,0.00,0.50,0.71,0.56
0.00,16.00,16.00,500.00,0.00,0.00,0.83,0.56
0.00,16.00,16.00,500.00,0.00,0.50,0.66,0.56
0.00,16.00,8.00,1000.00,0.00,0.50,0.70,0.56
0.00,16.00,16.00,500.00,0.00,0.00,0.83,0.56
0.00,16.00,16.00,500.00,0.00,0.50,0.66,0.56
0.00,16.00,16.00,1000.00,0.00,0.00,0.87,0.56
0.00,32.00,8.00,500.00,0.00,0.00,0.91,0.56
0.00,16.00,8.00,500.00,0.00,0.50,0.65,0.55
0.00,16.00,8.00,1000.00,0.00,0.50,0.70,0.55
0.00,16.00,16.00,500.00,0.00,0.00,0.82,0.55
0.00,16.00,16.00,500.00,0.00,0.50,0.66,0.55
0.00,16.00,16.00,1000.00,0.00,0.50,0.70,0.55
0.00,16.00,8.00,500.00,0.00,0.00,0.82,0.55
0.00,16.00,8.00,500.00,0.00,0.50,0.66,0.55
0.00,16.00,16.00,1000.00,0.00,0.00,0.86,0.55
0.00,16.00,16.00,1000.00,0.00,0.50,0.70,0.55
0.00,16.00,8.00,500.00,0.00,0.50,0.66,0.55
0.00,16.00,16.00,1000.00,0.00,0.50,0.70,0.55
0.00,32.00,8.00,500.00,0.00,0.50,0.71,0.55
0.00,16.00,8.00,500.00,0.00,0.50,0.66,0.55
0.00,16.00,8.00,1000.00,0.00,0.00,0.85,0.55
0.00,16.00,8.00,50.00,0.00,0.00,0.62,0.54
0.00,32.00,8.00,50.00,0.00,0.00,0.65,0.54
0.00,16.00,16.00,500.00,1.00,0.00,0.44,0.54
0.00,16.00,16.00,1000.00,1.00,0.00,0.45,0.54
0.00,32.00,16.00,50.00,0.00,0.00,0.65,0.54
0.00,32.00,8.00,500.00,1.00,0.00,0.39,0.53
0.00,32.00,16.00,50.00,0.00,0.00,0.65,0.53
