[0.1, 1, 10, 1.8548069064544428, 0.3420204081632653, 1.8929455597631581, 0.348]
[0.1, 1, 100, 1.8333214256839359, 0.37987755102040816, 1.855399901218345, 0.377]
[0.1, 1, 500, 1.8899719358202465, 0.3614081632653061, 1.8972709153735599, 0.364]
[0.1, 1, 1000, 2.023723181740198, 0.313530612244898, 2.007860859395711, 0.319]
[0.1, 1, 7000, 1.8798801594407908, 0.3662244897959184, 1.8722273765722848, 0.379]
[0.1, 0.1, 10, 1.6961006572012096, 0.40324489795918367, 1.7951699778869004, 0.375]
[0.1, 0.1, 100, 1.72507440500678, 0.4143877551020408, 1.7597364102496587, 0.399]
[0.1, 0.1, 500, 1.7794647123418987, 0.393265306122449, 1.795718833316966, 0.391]
[0.1, 0.1, 1000, 1.817363390221469, 0.38110204081632654, 1.8420993858957173, 0.384]
[0.1, 0.1, 7000, 1.7437679906384016, 0.40410204081632656, 1.7708496354689829, 0.402]
[0.1, 0.01, 10, 1.6796849937381582, 0.4195510204081633, 1.816407681208059, 0.374]
[0.1, 0.01, 100, 1.6492839659162304, 0.4367755102040816, 1.7184285851572882, 0.403]
[0.1, 0.01, 500, 1.7359150838729607, 0.42587755102040814, 1.7648543499202671, 0.408]
[0.1, 0.01, 1000, 1.776846109878544, 0.4126938775510204, 1.8107856474429709, 0.393]
[0.1, 0.01, 7000, 1.864756897502623, 0.40330612244897956, 1.9322991741486584, 0.403]
[0.1, 0.001, 10, 1.5817899004416547, 0.441469387755102, 1.798247462653924, 0.362]
[0.1, 0.001, 100, 1.629370273291837, 0.44451020408163266, 1.7852350094807405, 0.383]
[0.1, 0.001, 500, 1.7372984807093281, 0.42706122448979594, 1.8555538547269934, 0.384]
[0.1, 0.001, 1000, 1.7889631256198812, 0.41659183673469385, 1.8896336033015726, 0.386]
[0.1, 0.001, 7000, 1.883040102466824, 0.40085714285714286, 1.9419837670414748, 0.388]
[0.1, 0.0001, 10, 1.9248744673095268, 0.41608163265306125, 2.720416831967926, 0.319]
[0.1, 0.0001, 100, 1.6344685170469706, 0.4383265306122449, 1.8758174287139486, 0.365]
[0.1, 0.0001, 500, 1.730555431329618, 0.42581632653061224, 1.8262038689487423, 0.398]
[0.1, 0.0001, 1000, 1.8158074648814562, 0.4132857142857143, 1.8908170862834628, 0.382]
[0.1, 0.0001, 7000, 1.9279138166469847, 0.40148979591836736, 2.011868711914284, 0.388]
[0.05, 1, 10, 1.8144502193051615, 0.36248979591836733, 1.8731939803493571, 0.391]
[0.05, 1, 100, 1.8369850235393357, 0.3799387755102041, 1.8535949073352844, 0.393]
